"Loss_Pct","Replicate","Seed","Status","Final_LGs","Retained_OGs","Error_Detail"
0.4,25,2040802,"SUCCESS",15,4164,NA
0.4,26,2040803,"SUCCESS",15,4136,NA
0.4,27,2040804,"SUCCESS",15,4102,NA
0.4,28,2040805,"SUCCESS",15,4103,NA
0.4,29,2040806,"SUCCESS",15,4103,NA
0.4,3,2040780,"SUCCESS",15,4129,NA
0.4,30,2040807,"SUCCESS",15,4131,NA
0.4,31,2040808,"SUCCESS",15,4091,NA
0.4,32,2040809,"SUCCESS",15,4144,NA
0.4,33,2040810,"SUCCESS",15,4143,NA
0.4,34,2040811,"SUCCESS",15,4101,NA
0.4,35,2040812,"SUCCESS",15,4142,NA
0.4,36,2040813,"SUCCESS",15,4165,NA
0.4,37,2040814,"SUCCESS",15,4150,NA
0.4,38,2040815,"SUCCESS",15,4074,NA
0.4,39,2040816,"SUCCESS",15,4091,NA
0.4,4,2040781,"SUCCESS",15,4073,NA
0.4,40,2040817,"SUCCESS",15,4109,NA
0.4,41,2040818,"SUCCESS",15,4104,NA
0.4,42,2040819,"SUCCESS",15,4153,NA
0.4,43,2040820,"SUCCESS",15,4061,NA
0.4,44,2040821,"SUCCESS",15,4135,NA
0.4,45,2040822,"SUCCESS",15,4129,NA
0.4,46,2040823,"SUCCESS",15,4131,NA
0.4,47,2040824,"SUCCESS",15,4105,NA
0.4,48,2040825,"SUCCESS",15,4135,NA
0.4,49,2040826,"SUCCESS",15,4166,NA
0.4,5,2040782,"SUCCESS",15,4114,NA
0.4,50,2040827,"SUCCESS",15,4127,NA
0.4,51,2040828,"SUCCESS",15,4124,NA
0.4,52,2040829,"SUCCESS",15,4071,NA
0.4,53,2040830,"SUCCESS",15,4129,NA
0.4,54,2040831,"SUCCESS",15,4068,NA
0.4,55,2040832,"SUCCESS",15,4088,NA
0.4,56,2040833,"SUCCESS",15,4109,NA
0.4,57,2040834,"SUCCESS",15,4116,NA
0.4,58,2040835,"SUCCESS",15,4122,NA
0.4,59,2040836,"SUCCESS",15,4145,NA
0.4,6,2040783,"SUCCESS",15,4104,NA
0.4,60,2040837,"SUCCESS",15,4101,NA
0.4,61,2040838,"SUCCESS",15,4118,NA
0.4,62,2040839,"SUCCESS",15,4116,NA
0.4,63,2040840,"SUCCESS",15,4117,NA
0.4,64,2040841,"SUCCESS",15,4137,NA
0.4,65,2040842,"SUCCESS",15,4115,NA
0.4,66,2040843,"SUCCESS",15,4107,NA
0.4,67,2040844,"SUCCESS",15,4091,NA
0.4,68,2040845,"SUCCESS",15,4126,NA
0.4,69,2040846,"SUCCESS",15,4110,NA
0.4,7,2040784,"SUCCESS",15,4125,NA
0.4,70,2040847,"SUCCESS",15,4138,NA
0.4,71,2040848,"SUCCESS",15,4137,NA
0.4,72,2040849,"SUCCESS",15,4151,NA
0.4,73,2040850,"SUCCESS",15,4111,NA
0.4,74,2040851,"SUCCESS",15,4146,NA
0.4,75,2040852,"SUCCESS",15,4093,NA
0.4,76,2040853,"SUCCESS",15,4124,NA
0.4,77,2040854,"SUCCESS",15,4103,NA
0.4,78,2040855,"SUCCESS",15,4123,NA
0.4,79,2040856,"SUCCESS",15,4093,NA
0.4,8,2040785,"SUCCESS",15,4131,NA
0.4,80,2040857,"SUCCESS",15,4074,NA
0.4,81,2040858,"SUCCESS",15,4120,NA
0.4,82,2040859,"SUCCESS",15,4099,NA
0.4,83,2040860,"SUCCESS",15,4161,NA
0.4,84,2040861,"SUCCESS",15,4142,NA
0.4,85,2040862,"SUCCESS",15,4114,NA
0.4,86,2040863,"SUCCESS",15,4074,NA
0.4,87,2040864,"SUCCESS",15,4123,NA
0.4,88,2040865,"SUCCESS",15,4099,NA
0.4,89,2040866,"SUCCESS",15,4136,NA
0.4,9,2040786,"SUCCESS",15,4119,NA
0.4,90,2040867,"SUCCESS",15,4141,NA
0.4,91,2040868,"SUCCESS",15,4146,NA
0.4,92,2040869,"SUCCESS",15,4120,NA
0.4,93,2040870,"SUCCESS",15,4098,NA
0.4,94,2040871,"SUCCESS",15,4116,NA
0.4,95,2040872,"SUCCESS",15,4109,NA
0.4,96,2040873,"SUCCESS",15,4122,NA
0.4,97,2040874,"SUCCESS",15,4092,NA
0.4,98,2040875,"SUCCESS",15,4130,NA
0.4,99,2040876,"SUCCESS",15,4091,NA
0.5,1,2050778,"SUCCESS",15,3649,NA
0.5,10,2050787,"SUCCESS",15,3630,NA
0.5,100,2050877,"SUCCESS",15,3671,NA
0.5,11,2050788,"SUCCESS",15,3693,NA
0.5,12,2050789,"SUCCESS",15,3695,NA
0.5,13,2050790,"SUCCESS",15,3656,NA
0.5,14,2050791,"SUCCESS",15,3623,NA
0.5,15,2050792,"SUCCESS",15,3616,NA
0.5,16,2050793,"SUCCESS",15,3673,NA
0.5,17,2050794,"SUCCESS",15,3693,NA
0.5,18,2050795,"SUCCESS",15,3727,NA
0.5,19,2050796,"SUCCESS",15,3667,NA
0.5,2,2050779,"SUCCESS",15,3683,NA
0.5,20,2050797,"SUCCESS",15,3659,NA
0.5,21,2050798,"SUCCESS",15,3624,NA
0.5,22,2050799,"SUCCESS",15,3613,NA
0.5,23,2050800,"SUCCESS",15,3608,NA
0.5,24,2050801,"SUCCESS",15,3711,NA
0.5,25,2050802,"SUCCESS",15,3677,NA
0.5,26,2050803,"SUCCESS",15,3669,NA
0.5,27,2050804,"SUCCESS",15,3624,NA
0.5,28,2050805,"SUCCESS",15,3662,NA
0.5,29,2050806,"SUCCESS",15,3647,NA
0.5,3,2050780,"SUCCESS",15,3690,NA
0.5,30,2050807,"SUCCESS",15,3641,NA
0.5,31,2050808,"SUCCESS",15,3677,NA
0.5,32,2050809,"SUCCESS",15,3622,NA
0.5,33,2050810,"SUCCESS",15,3689,NA
0.5,34,2050811,"SUCCESS",15,3673,NA
0.5,35,2050812,"SUCCESS",15,3650,NA
0.5,36,2050813,"SUCCESS",15,3630,NA
0.5,37,2050814,"SUCCESS",15,3692,NA
0.5,38,2050815,"SUCCESS",15,3646,NA
0.5,39,2050816,"SUCCESS",15,3682,NA
0.5,4,2050781,"SUCCESS",15,3680,NA
0.5,40,2050817,"SUCCESS",15,3653,NA
0.5,41,2050818,"SUCCESS",15,3654,NA
0.5,42,2050819,"SUCCESS",15,3674,NA
0.5,43,2050820,"SUCCESS",15,3682,NA
0.5,44,2050821,"SUCCESS",15,3670,NA
0.5,45,2050822,"SUCCESS",15,3670,NA
0.5,46,2050823,"SUCCESS",15,3700,NA
0.5,47,2050824,"SUCCESS",15,3643,NA
0.5,48,2050825,"SUCCESS",15,3608,NA
0.5,49,2050826,"SUCCESS",15,3660,NA
0.5,5,2050782,"SUCCESS",15,3635,NA
0.5,50,2050827,"SUCCESS",15,3678,NA
0.5,51,2050828,"SUCCESS",15,3638,NA
0.5,52,2050829,"SUCCESS",15,3677,NA
0.5,53,2050830,"SUCCESS",15,3688,NA
0.5,54,2050831,"SUCCESS",15,3678,NA
0.5,55,2050832,"SUCCESS",15,3682,NA
0.5,56,2050833,"SUCCESS",15,3676,NA
0.5,57,2050834,"SUCCESS",15,3652,NA
0.5,58,2050835,"SUCCESS",15,3664,NA
0.5,59,2050836,"SUCCESS",15,3699,NA
0.5,6,2050783,"SUCCESS",15,3675,NA
0.5,60,2050837,"SUCCESS",15,3652,NA
0.5,61,2050838,"SUCCESS",15,3676,NA
0.5,62,2050839,"SUCCESS",15,3666,NA
0.5,63,2050840,"SUCCESS",15,3679,NA
0.5,64,2050841,"SUCCESS",15,3672,NA
0.5,65,2050842,"SUCCESS",15,3689,NA
0.5,66,2050843,"SUCCESS",15,3599,NA
0.5,67,2050844,"SUCCESS",15,3649,NA
0.5,68,2050845,"SUCCESS",15,3623,NA
0.5,69,2050846,"SUCCESS",15,3688,NA
0.5,7,2050784,"SUCCESS",15,3711,NA
