"Translocations","Replicate","Seed","Status","Final_LGs","Retained_OGs","Error_Detail"
400,11,90788,"SUCCESS",20,3888,NA
400,12,90789,"SUCCESS",24,3814,NA
400,13,90790,"SUCCESS",22,3910,NA
400,14,90791,"SUCCESS",21,3733,NA
400,15,90792,"SUCCESS",19,3778,NA
400,16,90793,"SUCCESS",21,3892,NA
400,17,90794,"SUCCESS",21,3892,NA
400,18,90795,"SUCCESS",19,3751,NA
400,19,90796,"SUCCESS",23,4092,NA
400,2,90779,"SUCCESS",22,3844,NA
400,20,90797,"SUCCESS",20,4113,NA
400,21,90798,"SUCCESS",18,3755,NA
400,22,90799,"SUCCESS",23,4043,NA
400,23,90800,"SUCCESS",19,3669,NA
400,24,90801,"SUCCESS",19,3793,NA
400,25,91579,"SUCCESS",21,4152,NA
400,26,90803,"SUCCESS",20,3928,NA
400,27,90804,"SUCCESS",19,3690,NA
400,28,90805,"SUCCESS",24,3807,NA
400,29,90806,"SUCCESS",21,4034,NA
400,3,90780,"SUCCESS",17,3846,NA
400,30,90807,"SUCCESS",19,4004,NA
400,31,90808,"SUCCESS",22,4115,NA
400,32,90809,"SUCCESS",24,3711,NA
400,33,90810,"SUCCESS",19,3966,NA
400,34,90811,"SUCCESS",22,3847,NA
400,35,90812,"SUCCESS",22,3790,NA
400,36,90813,"SUCCESS",18,3948,NA
400,37,90814,"SUCCESS",22,4162,NA
400,38,90815,"SUCCESS",22,3679,NA
400,39,90816,"SUCCESS",22,4042,NA
400,4,90781,"SUCCESS",23,4092,NA
400,40,90817,"SUCCESS",20,3918,NA
400,41,90818,"SUCCESS",17,3963,NA
400,42,90819,"SUCCESS",23,3931,NA
400,43,90820,"SUCCESS",20,3905,NA
400,44,90821,"SUCCESS",24,3840,NA
400,45,90822,"SUCCESS",20,3867,NA
400,46,90823,"SUCCESS",21,3987,NA
400,47,90824,"SUCCESS",22,3975,NA
400,48,90825,"SUCCESS",22,3903,NA
400,49,90826,"SUCCESS",20,3806,NA
400,5,90782,"SUCCESS",18,3563,NA
400,50,90827,"SUCCESS",20,4125,NA
400,51,90828,"SUCCESS",22,3734,NA
400,52,90829,"SUCCESS",20,3549,NA
400,53,90830,"SUCCESS",19,3839,NA
400,54,90831,"SUCCESS",20,4134,NA
400,55,90832,"SUCCESS",21,3855,NA
400,56,90833,"SUCCESS",21,3830,NA
400,57,90834,"SUCCESS",24,3814,NA
400,58,90835,"SUCCESS",18,3887,NA
400,59,90836,"SUCCESS",20,3958,NA
400,6,90783,"SUCCESS",23,3862,NA
400,60,90837,"SUCCESS",21,3794,NA
400,61,90838,"SUCCESS",22,4132,NA
400,62,90839,"SUCCESS",21,4068,NA
400,63,90840,"SUCCESS",22,3906,NA
400,64,90841,"SUCCESS",20,4429,NA
400,65,90842,"SUCCESS",21,3911,NA
400,66,90843,"SUCCESS",18,4009,NA
400,67,90844,"SUCCESS",23,3732,NA
400,68,90845,"SUCCESS",20,4076,NA
400,69,90846,"SUCCESS",19,3919,NA
400,7,90784,"SUCCESS",23,3926,NA
400,70,90847,"SUCCESS",21,3937,NA
400,71,91625,"SUCCESS",21,3617,NA
400,72,90849,"SUCCESS",19,3645,NA
400,73,90850,"SUCCESS",21,4119,NA
400,74,90851,"SUCCESS",19,3812,NA
400,75,90852,"SUCCESS",20,3912,NA
400,76,90853,"SUCCESS",22,3961,NA
400,77,90854,"SUCCESS",22,4306,NA
400,78,90855,"SUCCESS",18,4054,NA
400,79,90856,"SUCCESS",17,4100,NA
400,8,90785,"SUCCESS",19,3881,NA
400,80,90857,"SUCCESS",19,4039,NA
400,81,90858,"SUCCESS",22,4008,NA
400,82,90859,"SUCCESS",22,3793,NA
400,83,90860,"SUCCESS",21,3480,NA
400,84,90861,"SUCCESS",21,3936,NA
400,85,90862,"SUCCESS",22,3918,NA
400,86,90863,"SUCCESS",21,4106,NA
400,87,90864,"SUCCESS",22,3718,NA
400,88,90865,"SUCCESS",20,4111,NA
400,89,90866,"SUCCESS",25,4051,NA
400,9,90786,"SUCCESS",20,4072,NA
400,90,90867,"SUCCESS",18,4058,NA
400,91,90868,"SUCCESS",21,3884,NA
400,92,90869,"SUCCESS",22,3934,NA
400,93,90870,"SUCCESS",23,3829,NA
400,94,90871,"SUCCESS",19,3921,NA
400,95,90872,"SUCCESS",19,3755,NA
400,96,90873,"SUCCESS",21,3929,NA
400,97,90874,"SUCCESS",23,3965,NA
400,98,90875,"SUCCESS",21,3834,NA
400,99,90876,"SUCCESS",24,3976,NA
450,1,95778,"SUCCESS",25,3921,NA
450,10,95787,"SUCCESS",23,4112,NA
450,100,95877,"SUCCESS",18,4005,NA
450,11,95788,"SUCCESS",25,3946,NA
450,12,95789,"SUCCESS",18,3942,NA
450,13,95790,"SUCCESS",24,4026,NA
450,14,95791,"SUCCESS",22,3509,NA
450,15,95792,"SUCCESS",18,3647,NA
450,16,95793,"SUCCESS",20,3621,NA
450,17,95794,"SUCCESS",20,4040,NA
450,18,95795,"SUCCESS",26,3962,NA
450,19,95796,"SUCCESS",16,3959,NA
450,2,95779,"SUCCESS",21,3820,NA
450,20,95797,"SUCCESS",17,4117,NA
450,21,95798,"SUCCESS",23,3993,NA
450,22,95799,"SUCCESS",21,3991,NA
450,23,95800,"SUCCESS",20,3806,NA
450,24,95801,"SUCCESS",20,3818,NA
450,25,95802,"SUCCESS",20,3586,NA
450,26,95803,"SUCCESS",20,4047,NA
450,27,95804,"SUCCESS",19,3940,NA
450,28,95805,"SUCCESS",21,4036,NA
450,29,95806,"SUCCESS",23,3613,NA
450,3,95780,"SUCCESS",20,3913,NA
450,30,95807,"SUCCESS",25,3681,NA
450,31,95808,"SUCCESS",22,3795,NA
450,32,95809,"SUCCESS",21,4009,NA
450,33,95810,"SUCCESS",21,3984,NA
450,34,95811,"SUCCESS",20,3861,NA
450,35,95812,"SUCCESS",22,3646,NA
450,36,95813,"SUCCESS",21,4000,NA
450,37,95814,"SUCCESS",22,3666,NA
450,38,95815,"SUCCESS",22,4114,NA
450,39,95816,"SUCCESS",27,4090,NA
450,4,95781,"SUCCESS",20,3914,NA
450,40,95817,"SUCCESS",24,3803,NA
450,41,95818,"SUCCESS",20,3864,NA
450,42,96596,"SUCCESS",21,3852,NA
450,43,95820,"SUCCESS",20,4075,NA
450,44,95821,"SUCCESS",21,3702,NA
450,45,96599,"SUCCESS",21,3642,NA
450,46,95823,"SUCCESS",22,3934,NA
450,47,95824,"SUCCESS",24,4132,NA
450,48,95825,"SUCCESS",21,4190,NA
450,49,95826,"SUCCESS",22,4068,NA
450,5,95782,"SUCCESS",21,4042,NA
450,50,95827,"SUCCESS",22,4108,NA
450,51,95828,"SUCCESS",22,3958,NA
450,52,95829,"SUCCESS",24,4027,NA
450,53,95830,"SUCCESS",21,3602,NA
450,54,95831,"SUCCESS",24,3799,NA
450,55,95832,"SUCCESS",22,4033,NA
450,56,95833,"SUCCESS",24,3841,NA
450,57,95834,"SUCCESS",25,3814,NA
450,58,95835,"SUCCESS",23,3717,NA
450,59,95836,"SUCCESS",19,3843,NA
450,6,95783,"SUCCESS",18,3818,NA
450,60,95837,"SUCCESS",21,3957,NA
450,61,95838,"SUCCESS",24,3975,NA
450,62,95839,"SUCCESS",22,4073,NA
450,63,95840,"SUCCESS",18,3872,NA
450,64,95841,"SUCCESS",20,3895,NA
450,65,95842,"SUCCESS",22,3398,NA
450,66,95843,"SUCCESS",24,3897,NA
450,67,95844,"SUCCESS",21,4075,NA
450,68,95845,"SUCCESS",19,3963,NA
450,69,95846,"SUCCESS",19,3795,NA
450,7,95784,"SUCCESS",23,3701,NA
450,70,95847,"SUCCESS",22,3542,NA
450,71,95848,"SUCCESS",19,3782,NA
450,72,95849,"SUCCESS",22,3893,NA
450,73,95850,"SUCCESS",22,3924,NA
450,74,95851,"SUCCESS",18,3871,NA
450,75,95852,"SUCCESS",24,3763,NA
450,76,95853,"SUCCESS",20,3839,NA
450,77,95854,"SUCCESS",21,3887,NA
450,78,95855,"SUCCESS",21,3607,NA
450,79,95856,"SUCCESS",21,3927,NA
450,8,95785,"SUCCESS",20,3998,NA
450,80,95857,"SUCCESS",24,3750,NA
450,81,95858,"SUCCESS",21,3795,NA
450,82,95859,"SUCCESS",24,3757,NA
450,83,95860,"SUCCESS",19,4194,NA
450,84,95861,"SUCCESS",23,3654,NA
450,85,95862,"SUCCESS",23,4158,NA
450,86,95863,"SUCCESS",26,3751,NA
450,87,95864,"SUCCESS",18,3852,NA
450,88,95865,"SUCCESS",22,3736,NA
450,89,95866,"SUCCESS",23,3791,NA
450,9,95786,"SUCCESS",24,3723,NA
450,90,95867,"SUCCESS",27,3834,NA
450,91,95868,"SUCCESS",19,3530,NA
450,92,95869,"SUCCESS",19,3589,NA
450,93,95870,"SUCCESS",19,3749,NA
450,94,95871,"SUCCESS",24,3855,NA
450,95,95872,"SUCCESS",22,4002,NA
450,96,95873,"SUCCESS",20,4036,NA
450,97,95874,"SUCCESS",22,3665,NA
450,98,95875,"SUCCESS",20,4024,NA
450,99,95876,"SUCCESS",23,4022,NA
50,1,55778,"SUCCESS",15,4555,NA
50,10,55787,"SUCCESS",15,4490,NA
50,100,55877,"SUCCESS",15,4508,NA
50,11,55788,"SUCCESS",15,4541,NA
50,12,55789,"SUCCESS",15,4593,NA
50,13,55790,"SUCCESS",15,4660,NA
50,14,55791,"SUCCESS",15,4598,NA
50,15,55792,"SUCCESS",15,4615,NA
50,16,55793,"SUCCESS",15,4580,NA
50,17,55794,"SUCCESS",15,4523,NA
50,18,55795,"SUCCESS",15,4556,NA
50,19,55796,"SUCCESS",15,4668,NA
50,2,55779,"SUCCESS",15,4568,NA
50,20,55797,"SUCCESS",15,4565,NA
50,21,55798,"SUCCESS",15,4526,NA
50,22,55799,"SUCCESS",15,4568,NA
50,23,55800,"SUCCESS",15,4542,NA
50,24,55801,"SUCCESS",15,4496,NA
50,25,55802,"SUCCESS",15,4573,NA
50,26,55803,"SUCCESS",15,4524,NA
50,27,55804,"SUCCESS",15,4590,NA
50,28,55805,"SUCCESS",15,4463,NA
50,29,55806,"SUCCESS",15,4625,NA
50,3,55780,"SUCCESS",15,4437,NA
50,30,55807,"SUCCESS",15,4517,NA
50,31,55808,"SUCCESS",15,4593,NA
50,32,55809,"SUCCESS",15,4571,NA
50,33,55810,"SUCCESS",15,4474,NA
50,34,55811,"SUCCESS",15,4543,NA
50,35,55812,"SUCCESS",15,4532,NA
50,36,55813,"SUCCESS",15,4527,NA
50,37,55814,"SUCCESS",15,4526,NA
50,38,55815,"SUCCESS",15,4576,NA
50,39,55816,"SUCCESS",15,4491,NA
50,4,55781,"SUCCESS",15,4568,NA
50,40,55817,"SUCCESS",15,4488,NA
50,41,55818,"SUCCESS",15,4626,NA
50,42,55819,"SUCCESS",15,4638,NA
50,43,55820,"SUCCESS",15,4452,NA
50,44,55821,"SUCCESS",15,4503,NA
50,45,55822,"SUCCESS",15,4572,NA
50,46,55823,"SUCCESS",15,4476,NA
50,47,55824,"SUCCESS",15,4522,NA
50,48,55825,"SUCCESS",15,4588,NA
50,49,55826,"SUCCESS",15,4546,NA
50,5,55782,"SUCCESS",15,4565,NA
50,50,55827,"SUCCESS",15,4519,NA
50,51,55828,"SUCCESS",15,4561,NA
50,52,55829,"SUCCESS",15,4587,NA
50,53,55830,"SUCCESS",15,4603,NA
50,54,55831,"SUCCESS",15,4605,NA
50,55,55832,"SUCCESS",15,4554,NA
50,56,55833,"SUCCESS",15,4553,NA
50,57,55834,"SUCCESS",15,4584,NA
50,58,55835,"SUCCESS",15,4582,NA
50,59,55836,"SUCCESS",15,4548,NA
50,6,55783,"SUCCESS",15,4607,NA
50,60,55837,"SUCCESS",15,4567,NA
50,61,55838,"SUCCESS",15,4558,NA
50,62,55839,"SUCCESS",15,4562,NA
50,63,55840,"SUCCESS",15,4508,NA
50,64,55841,"SUCCESS",15,4568,NA
50,65,55842,"SUCCESS",15,4627,NA
50,66,55843,"SUCCESS",15,4453,NA
50,67,55844,"SUCCESS",15,4563,NA
50,68,55845,"SUCCESS",15,4615,NA
50,69,55846,"SUCCESS",15,4490,NA
50,7,55784,"SUCCESS",15,4574,NA
50,70,55847,"SUCCESS",15,4589,NA
50,71,55848,"SUCCESS",15,4596,NA
50,72,55849,"SUCCESS",15,4535,NA
50,73,55850,"SUCCESS",15,4519,NA
50,74,55851,"SUCCESS",15,4613,NA
50,75,55852,"SUCCESS",15,4586,NA
50,76,55853,"SUCCESS",15,4576,NA
50,77,55854,"SUCCESS",15,4495,NA
50,78,55855,"SUCCESS",15,4614,NA
50,79,55856,"SUCCESS",15,4527,NA
50,8,55785,"SUCCESS",15,4564,NA
50,80,55857,"SUCCESS",15,4540,NA
50,81,55858,"SUCCESS",15,4563,NA
50,82,55859,"SUCCESS",15,4560,NA
50,83,55860,"SUCCESS",15,4435,NA
50,84,55861,"SUCCESS",15,4586,NA
50,85,55862,"SUCCESS",15,4553,NA
50,86,55863,"SUCCESS",15,4471,NA
50,87,55864,"SUCCESS",15,4616,NA
50,88,55865,"SUCCESS",15,4589,NA
50,89,55866,"SUCCESS",15,4495,NA
50,9,55786,"SUCCESS",15,4654,NA
50,90,55867,"SUCCESS",15,4411,NA
50,91,55868,"SUCCESS",15,4573,NA
50,92,55869,"SUCCESS",15,4509,NA
50,93,55870,"SUCCESS",15,4485,NA
50,94,55871,"SUCCESS",15,4516,NA
50,95,55872,"SUCCESS",15,4473,NA
50,96,55873,"SUCCESS",15,4583,NA
50,97,55874,"SUCCESS",15,4507,NA
50,98,55875,"SUCCESS",15,4538,NA
50,99,55876,"SUCCESS",15,4447,NA
