4at6231	SRAT.LN609529.1	5170980	5184968
6at6231	SRAT.LN609528.1	7214894	7232202
7at6231	SRAT.LN609529.1	9497955	9514969
9at6231	SRAT.LN609529.1	4130438	4144098
18at6231	SRAT.LN609528.1	11290800	11300999
19at6231	SRAT.LN609528.1	4434404	4443784
22at6231	SRAT.LN609528.1	7496422	7521001
23at6231	SRAT.LN609528.1	5850844	5872775
28at6231	SRAT.LN609529.1	10065021	10072087
32at6231	SRAT.LN609528.1	6881185	6888465
35at6231	SRAT.LN609528.1	3602368	3610185
39at6231	SRAT.LN609529.1	13828632	13835053
40at6231	SRAT.LN609528.1	2208949	2215817
43at6231	SRAT.LN609529.1	7480239	7487144
48at6231	SRAT.LN609528.1	8686538	8693722
55at6231	SRAT.LN609529.1	1373645	1380083
65at6231	SRAT.LN609528.1	6973219	6979925
68at6231	SRAT.LN609528.1	9730843	9736669
72at6231	SRAT.LN609528.1	8376606	8381728
74at6231	SRAT.LN609529.1	7271171	7276908
76at6231	SRAT.LN609529.1	8658632	8675377
91at6231	SRAT.LN609529.1	5978812	5984172
96at6231	SRAT.LN609530.1	3195466	3200559
97at6231	SRAT.LN609529.1	11985038	11991450
100at6231	SRAT.LN609530.1	4569329	4581887
101at6231	SRAT.LN609529.1	14119636	14124967
112at6231	SRAT.LN609528.1	3975613	3981165
117at6231	SRAT.LN609528.1	8834406	8840915
119at6231	SRAT.LN609529.1	8566452	8571484
121at6231	SRAT.LN609528.1	10394884	10401132
125at6231	SRAT.LN609528.1	2814276	2819903
127at6231	SRAT.LN609529.1	10705309	10714914
132at6231	SRAT.LN609528.1	8454500	8460101
137at6231	SRAT.LN609529.1	4186449	4191369
139at6231	SRAT.LN609530.1	3369860	3377709
144at6231	SRAT.LN609528.1	4664808	4669467
147at6231	SRAT.LN609528.1	323933	329422
151at6231	SRAT.LN609529.1	649972	655668
166at6231	SRAT.LN609528.1	8913100	8917858
172at6231	SRAT.LN609529.1	1762529	1766781
175at6231	SRAT.LN609529.1	6704418	6711269
184at6231	SRAT.LN609529.1	15175746	15180134
185at6231	SRAT.LN609529.1	884278	888083
189at6231	SRAT.LN609528.1	3316244	3322815
196at6231	SRAT.LN609529.1	8058078	8061863
197at6231	SRAT.LN609530.1	32289	36474
198at6231	SRAT.LN609529.1	12233781	12237828
199at6231	SRAT.LN609529.1	1110098	1117859
201at6231	SRAT.LN609529.1	320976	331799
204at6231	SRAT.LN609529.1	9343649	9348460
210at6231	SRAT.LN609529.1	9332667	9339706
211at6231	SRAT.LN609529.1	8159925	8165919
216at6231	SRAT.LN609529.1	1628426	1640790
217at6231	SRAT.LN609529.1	15338970	15345766
225at6231	SRAT.LN609530.1	2265631	2270693
232at6231	SRAT.LN609529.1	13781760	13785818
233at6231	SRAT.LN609529.1	5831586	5834820
238at6231	SRAT.LN609529.1	2874063	2878343
241at6231	SRAT.LN609528.1	10863372	10866796
243at6231	SRAT.LN609530.1	4020540	4023995
255at6231	SRAT.LN609529.1	8579135	8582755
257at6231	SRAT.LN609529.1	10042640	10045881
265at6231	SRAT.LN609528.1	9910614	9913943
267at6231	SRAT.LN609528.1	6814493	6819025
270at6231	SRAT.LN609529.1	13005564	13009266
271at6231	SRAT.LN609529.1	9260312	9264639
277at6231	SRAT.LN609529.1	15886938	15891248
279at6231	SRAT.LN609528.1	10252125	10256687
288at6231	SRAT.LN609529.1	4682864	4691387
293at6231	SRAT.LN609529.1	1688277	1693553
294at6231	SRAT.LN609529.1	8150631	8153989
299at6231	SRAT.LN609529.1	5488279	5491739
300at6231	SRAT.LN609529.1	258666	262146
301at6231	SRAT.LN609528.1	11170206	11173307
311at6231	SRAT.LN609529.1	14520241	14523605
318at6231	SRAT.LN609528.1	8305834	8309498
319at6231	SRAT.LN609528.1	897746	903003
322at6231	SRAT.LN609528.1	7896726	7901503
327at6231	SRAT.LN609528.1	7422121	7424978
334at6231	SRAT.LN609529.1	2605358	2611355
345at6231	SRAT.LN609528.1	7455749	7460275
346at6231	SRAT.LN609529.1	2703801	2707283
347at6231	SRAT.LN609528.1	2112226	2117702
348at6231	SRAT.LN609530.1	3782505	3786426
350at6231	SRAT.LN609529.1	7756887	7760344
359at6231	SRAT.LN609529.1	4401069	4404969
364at6231	SRAT.LN609528.1	6876805	6878915
366at6231	SRAT.LN609528.1	10881182	10885850
373at6231	SRAT.LN609529.1	5509982	5512972
375at6231	SRAT.LN609528.1	1598032	1606266
378at6231	SRAT.LN609528.1	4636128	4640753
394at6231	SRAT.LN609528.1	2880447	2882956
401at6231	SRAT.LN609528.1	673597	676813
402at6231	SRAT.LN609529.1	10911565	10915592
405at6231	SRAT.LN609529.1	12595560	12599164
411at6231	SRAT.LN609529.1	8135065	8137965
416at6231	SRAT.LN609528.1	46661	51665
420at6231	SRAT.LN609528.1	8320242	8324129
422at6231	SRAT.LN609528.1	9061616	9065472
423at6231	SRAT.LN609529.1	1306552	1309656
425at6231	SRAT.LN609530.1	3103671	3107298
428at6231	SRAT.LN609529.1	2409984	2423487
430at6231	SRAT.LN609529.1	4603093	4606899
433at6231	SRAT.LN609529.1	3306081	3311155
435at6231	SRAT.LN609529.1	3110321	3113474
436at6231	SRAT.LN609529.1	10732291	10735157
438at6231	SRAT.LN609528.1	8025615	8029501
439at6231	SRAT.LN609528.1	4373675	4376515
446at6231	SRAT.LN609530.1	4170486	4173511
450at6231	SRAT.LN609530.1	1935184	1939007
451at6231	SRAT.LN609529.1	5562145	5565536
452at6231	SRAT.LN609530.1	4616049	4619753
455at6231	SRAT.LN609528.1	1884832	1888812
458at6231	SRAT.LN609528.1	2332237	2336366
459at6231	SRAT.LN609529.1	10942367	10945728
461at6231	SRAT.LN609529.1	5271172	5274828
462at6231	SRAT.LN609528.1	11132527	11136769
473at6231	SRAT.LN609528.1	4088202	4092441
484at6231	SRAT.LN609529.1	10049526	10058134
488at6231	SRAT.LN609528.1	6080781	6085646
489at6231	SRAT.LN609528.1	10175430	10178247
494at6231	SRAT.LN609529.1	10601243	10604157
498at6231	SRAT.LN609529.1	12894443	12899099
503at6231	SRAT.LN609528.1	9005471	9008953
518at6231	SRAT.LN609529.1	9389811	9396105
522at6231	SRAT.LN609529.1	7344212	7349233
523at6231	SRAT.LN609529.1	7303726	7308251
529at6231	SRAT.LN609528.1	9917142	9919577
531at6231	SRAT.LN609528.1	9390915	9394024
532at6231	SRAT.LN609529.1	403500	406778
534at6231	SRAT.LN609530.1	2168855	2176029
536at6231	SRAT.LN609530.1	762488	765345
543at6231	SRAT.LN609529.1	1871893	1876246
544at6231	SRAT.LN609528.1	5361344	5368567
545at6231	SRAT.LN609530.1	387550	390486
546at6231	SRAT.LN609528.1	8051970	8054474
548at6231	SRAT.LN609529.1	6097205	6099800
551at6231	SRAT.LN609528.1	222829	225423
559at6231	SRAT.LN609529.1	6735199	6738852
562at6231	SRAT.LN609529.1	5800601	5805263
569at6231	SRAT.LN609528.1	848735	854104
572at6231	SRAT.LN609529.1	16409687	16412491
575at6231	SRAT.LN609528.1	7808812	7812772
581at6231	SRAT.LN609529.1	7195184	7198995
590at6231	SRAT.LN609529.1	3647234	3652069
594at6231	SRAT.LN609530.1	3929201	3931959
596at6231	SRAT.LN609529.1	5440152	5442206
597at6231	SRAT.LN609529.1	7150073	7153285
600at6231	SRAT.LN609530.1	3380245	3383109
612at6231	SRAT.LN609529.1	11783457	11786366
613at6231	SRAT.LN609528.1	5939930	5944961
620at6231	SRAT.LN609529.1	4653646	4656546
627at6231	SRAT.LN609528.1	9923329	9925838
629at6231	SRAT.LN609529.1	2798815	2802333
631at6231	SRAT.LN609529.1	10181211	10184382
632at6231	SRAT.LN609529.1	8558177	8560985
634at6231	SRAT.LN609529.1	7687462	7690318
635at6231	SRAT.LN609529.1	8959608	8962059
639at6231	SRAT.LN609528.1	6482486	6490650
641at6231	SRAT.LN609530.1	294178	298024
642at6231	SRAT.LN609528.1	6276081	6281190
644at6231	SRAT.LN609529.1	5155280	5158082
645at6231	SRAT.LN609529.1	2857255	2860064
646at6231	SRAT.LN609529.1	904932	908403
651at6231	SRAT.LN609528.1	2382663	2387369
659at6231	SRAT.LN609529.1	9308254	9310938
662at6231	SRAT.LN609529.1	10849456	10853821
665at6231	SRAT.LN609529.1	4362804	4365790
670at6231	SRAT.LN609529.1	7165287	7168489
675at6231	SRAT.LN609529.1	12254818	12257153
683at6231	SRAT.LN609528.1	4574583	4578025
687at6231	SRAT.LN609529.1	7774730	7777094
693at6231	SRAT.LN609529.1	1859469	1861948
700at6231	SRAT.LN609529.1	8880007	8882428
704at6231	SRAT.LN609529.1	12930584	12932921
708at6231	SRAT.LN609528.1	7345591	7348230
710at6231	SRAT.LN609530.1	964828	968560
712at6231	SRAT.LN609528.1	8055008	8057489
714at6231	SRAT.LN609528.1	4169629	4172551
716at6231	SRAT.LN609529.1	5278937	5281317
718at6231	SRAT.LN609528.1	2285846	2290555
721at6231	SRAT.LN609529.1	10514714	10517479
722at6231	SRAT.LN609529.1	6822004	6824383
724at6231	SRAT.LN609529.1	4061665	4064600
725at6231	SRAT.LN609529.1	12528567	12530720
726at6231	SRAT.LN609528.1	9951988	9955786
734at6231	SRAT.LN609529.1	1314558	1318612
735at6231	SRAT.LN609529.1	13391373	13394084
737at6231	SRAT.LN609528.1	6847539	6849721
740at6231	SRAT.LN609529.1	10425360	10428254
743at6231	SRAT.LN609529.1	15285803	15289821
747at6231	SRAT.LN609528.1	6053517	6059460
753at6231	SRAT.LN609530.1	2257862	2260283
754at6231	SRAT.LN609530.1	4564815	4566954
759at6231	SRAT.LN609529.1	9162816	9167226
764at6231	SRAT.LN609528.1	6219898	6223639
772at6231	SRAT.LN609528.1	7255229	7256595
774at6231	SRAT.LN609529.1	15884777	15886860
777at6231	SRAT.LN609528.1	4700128	4703394
782at6231	SRAT.LN609529.1	4253114	4255685
787at6231	SRAT.LN609529.1	2869542	2872363
788at6231	SRAT.LN609530.1	502330	506796
792at6231	SRAT.LN609529.1	6288467	6290876
798at6231	SRAT.LN609528.1	6587034	6589575
